,actor_id,sentence,emotion,intensity,audio_duration,sample_rate,mfcc_1_mean,mfcc_1_std,mfcc_2_mean,mfcc_2_std,mfcc_3_mean,mfcc_3_std,mfcc_4_mean,mfcc_4_std,mfcc_5_mean,mfcc_5_std,mfcc_6_mean,mfcc_6_std,mfcc_7_mean,mfcc_7_std,mfcc_8_mean,mfcc_8_std,mfcc_9_mean,mfcc_9_std,mfcc_10_mean,mfcc_10_std,mfcc_11_mean,mfcc_11_std,mfcc_12_mean,mfcc_12_std,mfcc_13_mean,mfcc_13_std,spectral_centroid_mean,spectral_centroid_std,spectral_rolloff_mean,spectral_bandwidth_mean,rms_mean,rms_std,zcr_mean,chroma_mean,chroma_std
10,1018,TSI,fear,XX,1.668344671201814,22050,-351.5642,104.66776,116.58374,24.575632,-2.7253363,38.89386,57.6239,10.556861,-9.27343,20.64592,27.877546,16.17039,-27.476746,23.223402,8.903456,13.896303,-18.483501,15.768383,5.0295544,6.486102,-0.22961505,5.063652,-6.1868925,5.8518248,5.5632377,5.7705684,1881.1108563416249,1141.172823650683,3777.7313232421875,1947.7901619285685,0.026182536,0.022886163,0.1119723849826389,0.32926553,0.31121975
11,1028,IEO,sad,HI,2.669342403628118,22050,-459.02524,43.947227,140.82932,15.449525,19.09356,17.373756,61.949993,11.7835245,-12.573235,16.416534,32.979042,9.946719,-13.015488,9.404602,12.621729,6.090565,-11.781165,6.5399675,5.754131,6.9322824,1.3315401,6.2602887,-3.8469095,4.1228986,2.6019757,5.0292664,1134.343433319988,218.81126572424574,2676.389903192935,1799.0615141563908,0.0074992143,0.0036183167,0.0380859375,0.41007176,0.29075876
12,1039,TSI,happy,XX,2.3356916099773244,22050,-308.85892,120.83838,86.738464,29.767317,17.481556,47.24445,38.71876,13.133058,7.4902487,23.038254,9.62991,19.037514,-8.328115,15.5891075,2.0821836,8.205685,-20.861553,20.850082,-5.629855,10.1133585,-1.103506,7.2378917,-5.6803403,7.015984,1.185975,8.745915,1618.8810949956555,870.1773488569945,3530.1661123143563,1854.279356289735,0.07675568,0.12326581,0.07529200185643564,0.34777856,0.31551585
13,1064,ITS,happy,XX,2.8695238095238094,22050,-348.87173,113.78072,112.729904,28.815561,21.706232,33.082844,43.252853,22.51194,-9.454202,21.545036,12.34079,15.71835,-9.895827,17.899698,2.620174,10.325726,-8.097654,10.850497,-0.47964117,7.75775,-9.052856,12.124639,-8.107595,9.776854,-0.10585036,7.0285363,1441.666963930907,621.7986318366666,3374.8954526839716,1862.1539349236548,0.046465527,0.053210247,0.055270287298387094,0.42895082,0.31389603
14,1071,ITS,happy,XX,2.282721088435374,22050,-356.01648,101.84335,135.83563,35.77969,14.475857,35.809177,40.04639,26.530825,-10.25365,20.386528,9.990581,17.188887,-17.789814,19.433363,4.15889,9.004039,-9.294815,10.313749,2.170696,7.4901314,-6.6255403,12.653392,-4.380931,7.106527,5.481441,7.5452843,1285.7419736513511,523.7650862164267,2788.876065340909,1681.5611811717313,0.03440118,0.03310801,0.06030520044191919,0.3946915,0.30980977
15,1045,ITS,fear,XX,2.6026303854875286,22050,-424.19562,54.995205,145.88179,26.133654,9.455485,20.436785,60.367634,14.930663,-17.72433,14.061661,24.282358,14.56647,-22.7152,13.028663,10.098087,8.391612,-11.302065,5.1182666,3.9114866,7.6674933,-1.5976938,5.012081,-4.893361,5.3045344,3.2478707,6.622102,1301.6641501406657,551.2053079767926,2936.2332774474557,1774.1058942170632,0.010775684,0.007984756,0.05624740735619469,0.42645562,0.29357076
16,1050,ITS,fear,XX,3.2365986394557824,22050,-418.26163,55.83943,135.14723,24.01582,10.41166,21.10858,62.32182,15.029546,-16.648916,14.2430935,30.375237,13.361653,-20.705904,12.633792,14.785428,7.352017,-12.3138075,6.576993,4.528011,8.132453,0.34655583,6.152677,-6.438418,6.8417134,3.7278512,6.2412925,1475.355571967284,768.5076567969732,3309.0380859375,1898.0480420428032,0.010511885,0.007467696,0.06503557477678572,0.4371543,0.30602103
17,1018,IWL,angry,XX,2.1354648526077096,22050,-324.48557,93.5098,135.75761,21.140726,-2.440182,38.529327,32.36389,20.55597,-20.482437,28.4849,10.607761,17.696352,-2.4662585,14.235108,4.829034,9.200602,-15.967347,11.176157,1.8210323,8.525176,-1.4686326,11.350013,-4.510095,7.56792,2.2727137,5.628285,1258.6947857708121,282.0819773435269,2576.260508661685,1574.1461852347923,0.042764496,0.037227552,0.055112092391304345,0.32355177,0.31376067
18,1059,IEO,angry,MD,2.3356916099773244,22050,-284.97675,149.03798,101.00037,25.50655,0.77448493,56.19228,22.706978,13.592006,-12.571194,32.520966,9.270368,12.579687,-8.065396,21.117355,1.8295407,10.30371,-11.027415,15.20181,0.54196405,10.005659,2.1103964,7.537984,-4.3212886,8.199913,1.5309049,5.657261,1564.1178236458952,579.4364910521892,3399.687693378713,1795.7952124456228,0.108201705,0.14713141,0.07380782023514851,0.37084836,0.31403226
19,1054,MTI,disgust,XX,2.4024036281179137,22050,-410.8144,43.516834,152.94733,30.009308,17.376625,22.441496,50.592197,23.853275,-19.53819,19.665495,17.587463,17.890808,-17.070229,12.101838,7.672879,9.157397,-13.344619,8.893476,4.762085,10.103993,3.2139616,6.146977,-3.003169,4.5113277,3.9956203,5.707314,1148.8055354564656,587.941753627973,2326.3106126051684,1563.3159279823387,0.015910674,0.010302896,0.054931640625,0.36152285,0.3114532
20,1041,MTI,disgust,XX,2.6026303854875286,22050,-436.25998,44.61074,147.49113,22.99347,18.541283,19.395945,57.761642,15.94701,-17.872868,16.543488,26.084112,13.576118,-19.211647,10.206222,11.795639,8.901389,-9.164435,6.6417236,2.103591,6.9835215,-1.1251773,7.8382044,0.09141057,4.958544,6.2173657,5.187987,1178.6665206839984,446.4704145299149,2496.898765901549,1724.647992866741,0.009126073,0.0053431666,0.04813675331858407,0.46830556,0.2831065
21,1048,IEO,angry,HI,2.3356916099773244,22050,-271.81302,157.95796,93.061295,23.910923,-5.397068,62.13331,31.145912,15.956994,-16.184992,40.5825,7.383887,12.16195,-5.5175757,15.309682,-0.40351248,9.379105,-14.669962,16.967533,-1.3706869,5.8168454,0.7597132,7.63742,-5.0929656,7.582777,3.3108191,7.3047986,1602.758953886622,498.35200385555015,3513.6431099164606,1778.927288856962,0.1262342,0.16025347,0.07371596534653466,0.38657647,0.3112167
22,1042,ITS,sad,XX,2.4024036281179137,22050,-385.9891,72.50689,136.10002,28.916046,8.873614,36.244625,56.61316,22.314373,-2.658731,15.823601,14.888473,17.4192,-19.138592,13.848219,2.9812598,8.63338,-16.021736,11.177899,5.1450324,9.473616,-0.48204657,7.170307,-9.389002,8.145468,7.7451706,7.581287,1344.3978362530122,644.0668303226706,2926.8592247596152,1692.9513149219767,0.020877551,0.01750799,0.062044583834134616,0.39262435,0.30833462
23,1019,TAI,neutral,XX,2.43578231292517,22050,-384.5482,86.2856,139.04362,28.34315,11.657402,33.43038,63.9642,19.575058,-17.691528,29.720373,14.204345,22.233734,-12.599558,13.541376,5.6429887,11.515269,-18.432123,12.370912,5.7890472,9.456919,-2.55717,6.9276743,-5.4774337,5.492698,4.4285736,5.571722,1284.4623907193654,483.98565970318685,2717.490234375,1692.7409964874207,0.022042057,0.017155461,0.05466889880952381,0.36553475,0.30395707
24,1057,ITS,sad,XX,2.4024036281179137,22050,-439.66052,39.79448,140.51277,18.244955,2.9750395,16.39142,66.83066,16.729506,-15.671478,11.852025,36.798496,8.350204,-17.385874,8.799419,15.342651,5.9693856,-11.365012,5.5690875,6.070196,6.2546954,-2.226039,7.241359,-3.754363,3.7570088,6.0210886,4.9711723,1353.9924570947192,536.1310595861246,3145.0899564302886,1857.0673663498828,0.007910635,0.004689355,0.04996901292067308,0.42792138,0.28650197
25,1028,TSI,neutral,XX,2.769478458049887,22050,-414.51562,57.568478,113.646355,25.897924,23.713373,19.027456,63.87182,13.323113,-4.0152597,15.772637,26.232252,15.854151,-17.087866,15.550142,9.349508,14.322588,-10.182989,9.068929,4.3234987,6.4769373,-0.94449985,5.1029987,-4.4627676,4.949636,7.211211,5.8730063,1641.8967563905258,989.7890838608819,3569.2181396484375,1970.6600771110827,0.012163339,0.0099161295,0.08423258463541666,0.36561096,0.29775205
26,1087,IOM,angry,XX,2.702721088435374,22050,-425.22403,76.98057,141.18565,33.797268,19.987778,24.953077,54.297497,22.208569,-1.9013174,29.537163,23.233463,16.496738,-13.985949,16.262676,8.314412,8.500095,-8.097346,9.399784,1.0066466,9.166681,-4.6081166,11.767434,-3.6744406,7.1976266,0.9723358,6.073927,1130.469895471122,613.2654658197616,2078.966346153846,1585.8722286590692,0.015365528,0.012688964,0.045714810363247864,0.4294375,0.2960592
27,1039,IEO,happy,LO,2.1354648526077096,22050,-404.48,83.04732,133.66977,32.921104,19.896786,31.869877,45.196224,15.355243,-0.7621148,14.424578,14.537494,19.511282,-4.3714232,9.242646,7.643767,9.249964,-18.592049,19.952423,-5.425162,9.659331,-1.1184541,4.6002355,-3.539482,6.2122393,3.6878707,7.0915937,1224.059662733083,509.5871215053697,2799.784519361413,1700.5163702078466,0.019912489,0.022651799,0.04987368376358696,0.38032842,0.30705324
28,1018,IEO,fear,LO,1.901904761904762,22050,-430.20306,59.508392,144.24753,22.621122,9.357248,25.83605,48.34807,17.23466,-10.250805,16.478247,31.920446,7.795406,-12.266905,8.67961,11.178975,8.550539,-12.337733,5.561691,4.360827,8.384836,1.672205,6.8138204,-2.402552,4.5911207,4.101466,5.5757065,1168.6953973645898,261.28072981897645,2583.853074980945,1727.0279624993866,0.010737654,0.0082603805,0.042915158155487805,0.4026296,0.29760742
29,1079,DFA,neutral,XX,2.1354648526077096,22050,-408.13272,66.61961,133.42308,27.073652,1.3343858,30.898462,50.197754,16.78369,-5.125328,12.523699,16.9574,16.55295,-16.144533,12.803399,10.568375,10.583359,-3.7279577,6.045274,5.075075,7.342857,3.6730719,5.989824,0.23184516,5.846116,5.589284,6.395622,1341.7408652246181,308.21581303373824,3164.561661430027,1756.0910139778646,0.012318155,0.010443962,0.05463442595108696,0.38302928,0.2948332
30,1063,IWW,disgust,XX,2.035419501133787,22050,-416.75763,44.05871,150.38072,26.518581,2.5824978,26.513857,46.25599,17.962545,-15.547302,10.595055,24.209196,11.212369,-20.355652,13.461376,7.3276186,11.109405,-10.823664,7.6117015,10.367576,7.3642344,2.7102346,7.610007,-1.7623482,7.1469417,5.290919,7.415864,1305.4371983912777,563.4793998093288,2807.02431418679,1705.5879454219464,0.010378332,0.0063423812,0.06032492897727273,0.38493934,0.31449777
31,1076,IWW,disgust,XX,2.8695691609977323,22050,-421.07452,62.546505,136.98045,30.27385,12.78704,33.352192,47.723465,23.740105,-9.458061,15.697881,26.890362,13.344538,-16.277939,16.229383,10.522336,8.35603,-11.717809,9.952033,2.3336842,4.7484694,-0.8754002,4.788052,-2.829624,6.7608376,5.775318,7.2132597,1406.2703494253074,805.9074423970479,3023.504835559476,1789.0777626607696,0.010753688,0.007892921,0.0682648689516129,0.42336947,0.3003006
32,1068,WSI,happy,XX,2.2689795918367346,22050,-339.12302,106.45411,129.50504,32.548325,3.454543,40.91388,50.577103,16.064651,-12.646101,25.576223,13.161126,18.424686,-12.443702,14.555823,4.4090157,14.382048,-16.271017,12.785077,4.427102,7.059751,-4.6838484,10.419583,-6.05292,7.129972,4.1348486,6.84002,1525.4115865372623,774.8277674051906,3268.54248046875,1773.682580873796,0.035483185,0.04066949,0.07360092474489796,0.39449003,0.30122808
33,1049,WSI,fear,XX,2.3023129251700682,22050,-421.87692,45.75761,135.20668,23.340397,15.062518,19.6661,54.559982,9.99963,-11.696419,11.811851,29.052452,11.502603,-15.136289,9.739045,7.51344,9.76375,-12.831182,8.030294,6.3297777,6.5727777,-2.436159,5.2815323,-6.2289824,5.308033,6.243735,4.975191,1384.2688280606644,686.054668954786,3127.0517578125,1843.4231805257107,0.012339586,0.0092646545,0.05751953125,0.36790526,0.3130526
34,1059,ITH,disgust,XX,2.769478458049887,22050,-376.07013,79.2426,136.36879,28.842276,0.1311463,31.903849,47.653053,15.888314,-13.758044,19.682789,17.544958,12.524694,-12.649418,15.551113,7.3544993,7.0979934,-10.0548315,8.121449,5.53303,8.131326,3.4154222,5.968815,-2.56147,5.9974713,6.0464334,5.589776,1436.5615043969951,522.6994418716473,3209.0753173828125,1775.0759628693652,0.016632387,0.020059256,0.06072184244791667,0.44927466,0.28420484
35,1068,DFA,happy,XX,2.5359183673469388,22050,-356.7555,108.801094,121.758644,18.692322,3.6541057,42.919865,58.61916,18.349903,-1.1817213,13.04437,12.450426,15.490001,-17.244091,19.75645,6.2588367,12.902664,-12.564919,12.853944,3.8632257,7.880464,-5.997719,12.650774,-6.6338344,7.7422447,8.191919,9.026523,1455.856169872044,475.8246053490414,3273.732022372159,1801.5515613359423,0.030111693,0.03455559,0.061598899147727273,0.42126262,0.3011281
36,1049,DFA,fear,XX,2.4691609977324265,22050,-387.11053,73.738014,113.49099,14.944152,10.93697,31.29778,54.509434,15.2305565,0.8074991,11.807473,16.234734,12.212157,-15.112585,17.06399,6.7671995,6.206327,-5.314837,7.967757,2.0088665,5.061931,-4.3109946,6.838244,-6.5816298,7.2103686,7.1737638,6.3344064,1467.3106611614517,544.5789956123605,3331.1060254818926,1857.4308958596762,0.02000786,0.025204932,0.061642085280373834,0.410896,0.32179618
37,1079,WSI,neutral,XX,2.769478458049887,22050,-410.10196,65.94118,132.5673,35.682156,6.167573,31.806688,49.956688,20.066664,-14.793532,16.652052,23.749092,21.363546,-16.796509,12.797162,13.17679,13.534477,-9.224591,10.451232,6.451732,6.3225718,2.4950774,5.737009,-0.8622835,4.725381,5.5247946,7.547239,1585.4708670826187,915.982117235704,3389.505615234375,1839.1860218296074,0.013290933,0.011010425,0.08361002604166666,0.37433487,0.30065274
38,1082,IWW,angry,XX,2.1354648526077096,22050,-288.01056,137.22057,109.127556,38.094624,-27.368856,53.40763,37.593834,21.475264,-33.12059,32.774487,24.839478,15.712498,-17.63766,20.763832,1.8729086,15.228465,-13.375115,14.685792,10.656676,9.18079,-5.9425797,9.709825,-7.7440825,9.134087,-2.7256308,7.5934505,2122.3481173053524,1161.2288561312082,3979.078475288723,1833.0468848204036,0.055239145,0.04387758,0.1270751953125,0.3509194,0.3152576
39,1061,ITH,neutral,XX,3.069750566893424,22050,-406.9687,56.518074,137.24112,20.816845,3.3142397,23.99873,45.878582,16.076508,-8.004392,9.527849,23.375269,13.587827,-10.872128,12.674757,13.220349,8.403185,-6.4802723,5.2873445,5.892819,7.1975656,0.4209547,4.974548,-3.715778,4.323718,3.885962,5.493129,1326.6481040375684,446.03167202928364,3015.4579564144738,1778.7478482875588,0.010686032,0.008522874,0.05193403430451128,0.4312332,0.29609722
40,1074,ITH,neutral,XX,2.702721088435374,22050,-402.02853,61.95438,144.11493,17.323637,-6.134524,37.87995,54.95536,17.052582,-13.86629,10.833905,21.56609,12.6717415,-15.577329,11.046204,8.196601,9.866695,-9.96622,9.366967,3.4148932,7.184238,0.8638916,6.3788834,-7.821694,6.985858,-0.43587872,6.4554,1299.520672198059,297.38876834055606,2898.9764873798076,1685.0296466326527,0.012301503,0.008153576,0.053135016025641024,0.39239666,0.30209917
41,1023,ITH,angry,XX,2.702721088435374,22050,-235.66618,126.150375,120.32971,23.527012,-22.955559,49.533188,33.535217,16.080885,-14.528847,28.899933,4.520051,14.472354,-20.498817,20.192167,5.5629363,11.784358,-10.580107,11.332726,1.414113,8.421492,-5.830407,7.5262294,-9.918863,8.548144,3.7017484,6.8614635,1516.8370983212694,411.55755056158307,3083.4810697115386,1656.8427773190988,0.0996463,0.08753358,0.06959468482905982,0.3337921,0.3067434
42,1036,ITH,angry,XX,3.1031292517006803,22050,-276.7067,109.51835,118.525475,42.691525,5.666321,49.686676,23.31046,22.224989,1.6825892,18.719261,-3.147354,18.555302,-12.786608,15.369053,-0.94207996,9.824009,-6.7705717,9.925244,-3.7300804,8.7115555,0.81286585,9.317119,-0.36177015,9.181759,1.3185344,7.2985735,1369.550735323545,583.8002911369348,2848.8909821012126,1564.8786676981197,0.073270455,0.095483765,0.0660272854477612,0.41059184,0.29949993
43,1005,IEO,disgust,LO,2.4024036281179137,22050,-439.7446,53.110783,147.54216,25.054909,-13.375784,22.533459,45.13474,18.769594,-14.497859,14.233804,35.211338,9.302785,-18.663757,8.7654705,13.350321,7.077983,-14.064606,7.053939,0.097900935,9.482583,-6.3518295,6.74636,-0.6174523,6.941994,0.5279008,4.526362,1398.2555245639883,460.92497165237336,3003.0536358173076,1781.680220726157,0.0070185577,0.004127777,0.05733079176682692,0.43257925,0.28727904
44,1010,IEO,disgust,LO,2.635963718820862,22050,-460.59326,60.706154,132.5222,24.9099,2.7829108,30.040682,66.04604,18.93322,-9.109744,16.911148,38.598083,7.9336863,-8.152602,9.724357,16.474861,8.10962,-11.058963,7.514439,7.2395487,6.3739,1.2521428,5.5353656,-3.1217952,4.9711,3.10934,5.6062136,1271.13987457588,326.8080288558611,3152.064273231908,1833.5296158739125,0.008531292,0.0054665576,0.04192793996710526,0.32831737,0.3025437
45,1084,IEO,sad,LO,2.73609977324263,22050,-494.29642,58.851147,143.60052,16.823671,13.925906,24.262064,55.10609,11.214172,-10.924409,12.864158,39.07297,8.480424,-12.428842,10.303849,14.41873,8.760231,-5.562852,8.560834,2.5725706,6.0340176,-3.8097816,7.8398314,-1.7894475,5.2492957,4.3138375,4.4723806,1136.166260363947,400.3225263667496,2385.8059123411017,1758.0842838031392,0.0057453183,0.0034169236,0.036761784957627115,0.44123018,0.29492366
46,1091,IEO,sad,LO,2.168843537414966,22050,-493.5719,55.154644,139.38809,21.471203,15.497943,17.541006,53.94833,15.316118,-10.780971,16.945038,45.38005,9.441092,-11.333235,9.09765,13.657808,10.5668955,-4.7625437,8.1958065,6.855623,6.6534705,-1.5175934,4.858057,-4.826622,6.0891194,1.1525843,6.141075,1239.2029927872327,656.4738480658516,2501.402250249335,1800.0945820224465,0.0061167143,0.0039715352,0.04529587765957447,0.41568094,0.29358113
47,1076,TIE,happy,XX,3.3700680272108845,22050,-392.82816,84.28085,130.12561,18.615906,-2.341119,53.181156,50.670536,15.852044,-1.4363604,11.506251,16.359299,14.931108,-13.526463,14.026581,10.09494,10.225754,-8.08225,8.245563,-1.8648734,9.716392,-0.98259264,6.3300858,-1.2083408,6.9298077,2.8924406,6.298121,1388.5737205532241,371.5118139366595,3126.370364672517,1740.0734785424152,0.015903061,0.01590768,0.05994822880993151,0.3935142,0.30288103
48,1063,TIE,happy,XX,2.6026303854875286,22050,-389.0786,83.249405,135.35695,13.642114,6.8506675,41.383816,40.796154,11.6335335,-1.3796047,12.282995,17.033401,11.057625,-14.443861,15.547799,9.373541,8.785472,-0.87317955,8.121924,5.6959743,6.2747393,0.8059519,6.7982817,-1.804438,5.950966,6.7409277,6.7142262,1192.478097213659,307.9956918798129,2484.3218508019913,1657.1381306409703,0.017393067,0.019694049,0.04803736863938053,0.43907297,0.29997283
49,1057,TIE,fear,XX,2.635963718820862,22050,-367.9009,100.02876,126.27429,24.118975,11.616697,28.767906,40.017284,16.047932,-7.2041545,18.325909,22.596092,11.946999,-17.856535,21.099648,2.2758682,9.338063,-8.810381,9.955842,1.2484053,6.1106315,1.4553306,7.791414,-2.9665232,3.8096375,3.368389,5.2935953,1413.8192170910145,623.6937006116146,3091.525750411184,1825.419664030603,0.025856365,0.031893693,0.057582922149122806,0.39783666,0.29859826
50,1042,TIE,fear,XX,2.635963718820862,22050,-386.68265,91.42421,136.81827,21.558193,6.3800335,35.552803,50.983448,12.671365,-5.1813517,11.716266,24.641392,11.540909,-22.497025,19.9915,4.8989563,7.857427,-11.163981,9.573918,6.310705,7.5469437,2.6138506,6.0933223,-6.696425,7.2173033,5.0967083,6.163178,1258.2248796613208,405.1738205794912,2779.1998612253287,1740.0246142190467,0.021261958,0.01903735,0.046356736567982455,0.37674487,0.3100168
51,1079,IWW,sad,XX,2.1354648526077096,22050,-422.73956,60.77782,143.78697,31.251078,2.7766263,31.062849,50.807484,22.35607,-17.182531,14.350079,28.977505,12.342129,-16.291315,15.136211,13.2722435,8.932375,-8.853155,7.9519315,6.969772,4.804462,1.0922755,4.352882,-1.4132946,5.234288,6.440586,7.4389143,1345.7268052614186,572.1000009437521,3063.6832859205165,1767.0716348839844,0.011687899,0.007641562,0.058153235394021736,0.36511254,0.29961416
52,1041,WSI,disgust,XX,3.0030385487528344,22050,-393.9187,77.993355,139.09883,35.652107,5.6516056,30.756166,58.20243,20.366392,-22.033453,22.240566,30.019707,14.083218,-22.572187,15.086496,11.809117,10.215127,-14.469939,9.483221,2.2780123,6.2152524,-1.1689553,10.173189,-3.2541475,6.4890213,6.741554,5.7010794,1526.2120617012354,967.1752476936344,2991.376014122596,1765.1012017799453,0.015134959,0.012136172,0.085107421875,0.4011642,0.29491723
53,1050,TIE,sad,XX,2.8695238095238094,22050,-460.40552,29.773882,143.33002,14.179173,17.961557,11.556313,64.290886,10.790677,-12.7081375,7.641508,32.454044,8.264532,-20.564175,7.437099,11.954358,6.5484767,-13.925455,8.84679,5.4427857,6.8182974,3.893312,7.9654346,-3.428555,5.427143,2.9029717,4.5628886,1172.666595473853,171.1585574325077,2832.7449675529233,1831.3052070784488,0.006706078,0.0032011045,0.040003622731854836,0.44906962,0.28214017
54,1054,WSI,disgust,XX,2.702721088435374,22050,-397.95914,54.38721,134.87712,33.44544,14.678905,26.898993,52.23172,10.47051,-15.927187,17.703352,26.209517,22.551178,-19.6347,14.098131,12.659371,13.4897785,-12.613356,9.110877,8.864021,7.7907157,1.5145292,6.1317673,-5.2967076,7.33333,4.0278296,7.5447817,1694.4911748264155,1277.0367538472522,3209.827599158654,1830.1987730537417,0.014199989,0.009114785,0.10615317841880342,0.3895355,0.31632474
55,1045,TIE,sad,XX,3.2032199546485263,22050,-447.20715,47.48053,150.30727,18.402271,8.323212,19.601448,62.399174,11.86805,-21.252308,12.367214,34.435272,8.902766,-24.657923,12.113502,12.931268,9.33404,-12.396522,7.68253,4.1619005,5.135214,-0.08797539,7.7971177,-4.336135,5.263145,2.7473583,4.990448,1221.8236985763385,303.6344940949018,2840.3543223505435,1807.4955434532071,0.008039523,0.0041018818,0.047122678894927536,0.4104705,0.2870805
